ISO3,L,M,H,cumscc,cumpop,id
AFG,-1.49550294953814,2.43575265401438,4.02369486391943,0.00720623512665788,0.0189423560269456,1
AGO,1.52881300559845,3.14496689195043,3.81572058121951,0.692268581939677,0.770315469207232,2
ALB,0.0066862271899981,0.233227174527012,0.304055858367219,0.0172531703350726,0.0369604205109934,3
ARE,-15.828755903773,2.92604236733801,5.56291279543182,0.99477675725212,0.997965606409444,4
ARG,-2.64052094561465,4.05187115625385,8.04659980458143,0.0884780839202666,0.138653914643812,5
ARM,-0.128522242547237,0.183183451632785,0.248678613828206,0.00740971954124283,0.0193441299155309,6
AUS,-6.03939636360114,4.83733235872887,9.73992897380464,0.912708692757483,0.950624792781612,7
AUT,-1.63539182229248,1.16593464617893,2.1216868955274,0.745712913338203,0.820792182257755,8
AZE,-0.11184020869735,0.701663824051283,0.893927861492024,0.0164982672604271,0.0356836841316639,9
BDI,0.508072666761862,0.90782749087183,1.13142313835805,0.0520167521228307,0.0894699401584375,10
BEL,-1.51353944359072,1.42180833024503,2.67064160845964,0.736473864534109,0.812245692535589,11
BEN,0.19518884851167,1.35706529494478,1.6960586920698,0.443913153257063,0.531549764086784,12
BFA,-1.23090536192092,2.03555673157648,2.79738776653262,0.10153254579236,0.1551306115599,13
BGD,5.95085133959125,14.744930143333,19.5534132667661,0.0836164936588989,0.132415574914233,14
BGR,-0.0433799164910606,0.782555352283116,1.20863345610153,0.221454296940425,0.295717748950038,15
BHS,-0.108539316497059,0.0358980428179194,0.0813101160780568,0.0839771717316659,0.132891805254192,16
BIH,-0.0825535955651735,0.285331729741763,0.396342081303726,0.0251568663068242,0.0493701817385436,17
BLR,-0.194381970928784,0.996057330289192,1.58186006399096,0.190174515188537,0.261516713621841,18
BLZ,0.00331901520624795,0.0332734268565971,0.0436713670993594,0.0839372953554844,0.132840624709464,19
BOL,0.627363216107259,1.41563536558851,1.72795113266709,0.693841102443385,0.771815178192274,20
BRA,2.68047884066575,25.7673190217922,33.8176010083833,0.489984148728903,0.576654106934541,21
BRN,-0.308459686846717,0.0840219498382555,0.188782224473655,0.900359088113803,0.942592885745584,22
BTN,-0.00307287103521128,0.192125321212977,0.29615844279405,0.991373496020671,0.996426751581406,23
BWA,-0.205357327932358,0.359026723184773,0.489795778128172,0.848867343486352,0.907527864632617,24
CAF,0.0604309773844116,0.357618679586229,0.444658758114884,0.0157104371923609,0.034329185064221,25
CAN,-14.6642083889017,6.73647525829304,11.8226621240655,0.900265754588735,0.942531257492759,26
CHE,-1.91330685269831,1.28376204309501,2.40542727404537,0.848416343830001,0.907192479977761,27
CHL,-0.577174331979726,1.860917917919,3.40811831207735,0.16700426972705,0.235299578772214,28
CHN,-15.2094895000758,171.581209967826,276.562557472407,0.688146927936499,0.766377212252596,29
CIV,-0.0744019743981798,2.82836044541798,3.6635933338623,0.461361214834833,0.54878345696675,30
CMR,0.747153745127777,2.5525283113073,3.07849703333197,0.193866379146538,0.265592377775371,31
COD,3.51315495327938,8.54984940707963,10.9676472842751,0.163948499476702,0.231663908603979,32
COG,0.186641132928766,0.837730966520268,1.06836005406003,0.849797914418292,0.908199295189677,33
COL,2.05044323596304,7.25806919092689,8.89836706042808,0.796084720503609,0.864182175231341,34
COM,0.00753508646405145,0.0555768507699621,0.0687073815159078,0.00747145559241229,0.0194632866876229,35
CPV,0.0125431766424746,0.033545654127936,0.0425525821376418,0.00898529436254969,0.0223427543887978,36
CRI,-0.0587064678626911,0.648240105281568,0.941386352495615,0.458219406640145,0.545721617247024,37
