ISO3,L,M,H,cumscc,cumpop,id
AFG,-1.3574406242109,1.55916360824968,3.38779781176475,-0.384800331627673,0.121032466319036,1
AGO,3.09001596361229,3.59027928330675,4.10728933981906,0.594321474994443,0.830475752919374,2
ALB,0.00115938060657804,0.0939009915355829,0.165468034053836,-0.392288954324775,0.10494907932548,3
ARE,4.56291564154164,5.2837930963031,6.0070298353866,0.992930990391222,0.999187194759959,4
ARG,2.60084764693891,4.62264070996636,6.69815261841324,-0.0183238776447621,0.480059226602457,5
ARM,-0.439212600186768,-0.202762704599933,-0.0615575539865565,-0.37811838284572,0.0730557972414612,6
AUS,2.99080256751365,5.66913962189715,7.85818157263875,0.93970528780597,0.986392984324338,7
AUT,-5.12920421822221,-2.43983415584758,-0.900421814930379,-0.303143614090566,0.0340616443872598,8
AZE,-0.128403672651764,0.213456153995417,0.467861993760332,-0.39245644773663,0.104516491310482,9
BDI,0.894196821206604,1.06476516079675,1.23988086662331,-0.0536629353573237,0.454918470185746,10
BEL,-2.73180131458904,-1.00021950316679,0.204662155981805,-0.377656098501401,0.0725677966987094,11
BEN,1.41974044346309,1.61611750310941,1.86652810912261,0.548802646919734,0.806548517635533,12
BFA,2.14283278867488,2.62385886370711,3.1923605076455,0.0586644685706969,0.530431330322542,13
BGD,11.8276420686735,14.9332456942349,18.0749455887723,-0.130119418964215,0.394546984070684,14
BGR,-0.997196893259698,-0.341423041970188,0.110944293227301,-0.387895849917633,0.0860038138102038,15
BHS,0.0622467089500894,0.0751598409165315,0.0881632529433013,0.849415984975764,0.955400056629223,16
BIH,-0.393951648854489,-0.167278188355315,-0.0172513236505038,-0.388194227964961,0.0864955173381038,17
BLR,-5.03277865783678,-2.43126350960702,-1.0818813359937,-0.308485554428096,0.0355684948436593,18
BLZ,0.0336460415715736,0.0394801315671606,0.046020105133107,-0.0152833032598179,0.482177334107257,19
BOL,1.06392543182146,1.41058265147701,1.71667430341915,0.0905226550531673,0.549756019566045,20
BRA,22.6168387964823,27.7154926713837,32.9285287532013,0.165393418511319,0.592463076278717,21
BRN,0.150381616184374,0.179915461852262,0.204699825352019,0.977015045154238,0.996505175516867,22
BTN,0.0980081094654675,0.166374429317272,0.223957858520603,0.846700071515327,0.954362162791956,23
BWA,0.345688953076966,0.425771099829884,0.499080670155975,0.846403305524297,0.95424723800289,24
CAF,0.38113891400034,0.431467520262603,0.487722436788523,-0.161507560908596,0.368542638617612,25
CAN,-63.8089635069505,-30.3275341053702,-14.0155547594481,-0.110011982793934,0.00826612084665582,26
CHE,-6.50627447385833,-3.2227535400286,-1.32804522654589,-0.278050173293991,0.0282880292937865,27
CHL,-2.65813040466807,-1.14075857793433,-0.0567042229717577,-0.382487394567747,0.0782575656284687,28
CHN,23.3254699207155,93.2110003887541,150.526089280681,-0.202483813043863,0.327521762642091,29
CIV,3.00314055062406,3.43730584969112,3.93388686938445,0.764873859501194,0.917017557571831,30
CMR,2.63103424339807,2.95504351619964,3.28146921965565,0.0957936358236013,0.5528842485195,31
COD,9.0314532448186,10.4367550113392,12.2487426748445,0.0772807544794906,0.541774499577926,32
COG,0.864377014275204,0.988224972582013,1.15469333473277,0.851178705151892,0.956071487186283,33
COL,5.7751803612158,7.19233875928059,8.49923625798672,0.545919940037432,0.805025797242784,34
COM,0.0548394754376456,0.0634636141420149,0.072940512906757,-0.187167025104883,0.344147372460926,35
CPV,0.0241210215355741,0.0326676930595619,0.0395516748121081,-0.370462935287302,0.143156347835678,36
CRI,0.597666251024611,0.755680979389948,0.915961192701263,0.587917409213667,0.827137908556633,37
CUB,0.594077519342959,0.724415275827719,0.830728930940155,-0.368856930715316,0.144997128202768,38
